symbol,recon_date,entry_date,entry_price,exit_date,exit_price,exit_type,hold_days,gross_return,toxic_type,conditions_met,exit_struct,label,net_optimistic,net_base,net_conservative,net_stress,net_base_fund_low,net_base_fund_base,net_base_fund_high,net_base_fund_extreme
PYTH-USD,2024-04-30,2024-05-01,0.5173479914665222,2024-05-05,0.5794297504425049,SL,4,-0.12000000000000001,strict,4,S2,primary,-0.12165753424657536,-0.12365753424657536,-0.12665753424657533,-0.13265753424657534,-0.12332876712328768,-0.12365753424657536,-0.12409589041095892,-0.12519178082191781
ACT-USD,2024-05-31,2024-06-01,0.0008019999950192869,2024-06-06,0.0006415999960154295,TP,5,0.2,strict,4,S2,primary,0.19817808219178082,0.19617808219178082,0.19317808219178081,0.1871780821917808,0.19658904109589043,0.19617808219178082,0.19563013698630138,0.19426027397260276
CLOUD-USD,2024-06-30,2024-07-01,0.00010299999848939478,2024-07-04,0.00010299999848939478,MAXHOLD,3,0.0,strict,4,S2,primary,-0.0014931506849315069,-0.003493150684931507,-0.006493150684931507,-0.012493150684931507,-0.0032465753424657535,-0.003493150684931507,-0.0038219178082191784,-0.004643835616438357
TRUMP-USD,2024-07-31,2024-08-01,0.002865999937057495,2024-08-12,0.0032099199295043948,SL,11,-0.12000000000000008,strict,4,S2,primary,-0.12280821917808227,-0.12480821917808227,-0.12780821917808227,-0.13380821917808228,-0.12390410958904118,-0.12480821917808227,-0.12601369863013706,-0.12902739726027407
TNSR-USD,2024-08-31,2024-09-01,0.3086189925670624,2024-09-08,0.3456532716751099,SL,7,-0.1200000000000001,strict,4,S2,primary,-0.12215068493150695,-0.12415068493150695,-0.12715068493150697,-0.13315068493150697,-0.12357534246575354,-0.12415068493150695,-0.1249178082191782,-0.12683561643835628
W-USD,2024-10-31,2024-11-01,0.2226410061120987,2024-11-07,0.24935792684555055,SL,6,-0.12000000000000008,strict,4,S2,primary,-0.12198630136986309,-0.12398630136986309,-0.1269863013698631,-0.1329863013698631,-0.1234931506849316,-0.12398630136986309,-0.12464383561643844,-0.1262876712328768
ACT-USD,2024-10-31,2024-11-01,0.0008319999906234443,2024-11-06,0.0009318399894982577,SL,5,-0.12000000000000008,strict,4,S2,primary,-0.12182191780821926,-0.12382191780821926,-0.12682191780821928,-0.13282191780821928,-0.12341095890410968,-0.12382191780821926,-0.1243698630136987,-0.12573972602739733
TNSR-USD,2024-12-31,2025-01-01,0.43421000242233276,2025-01-03,0.48631520271301276,SL,2,-0.12000000000000015,strict,4,S2,primary,-0.12132876712328781,-0.12332876712328782,-0.1263287671232878,-0.1323287671232878,-0.12316438356164398,-0.12332876712328782,-0.1235479452054796,-0.12409589041095906
CHILLGUY-USD,2024-12-31,2025-01-01,0.15807700157165527,2025-01-02,0.17704624176025394,SL,1,-0.12000000000000019,strict,4,S2,primary,-0.12116438356164402,-0.12316438356164403,-0.12616438356164403,-0.13216438356164403,-0.12308219178082211,-0.12316438356164403,-0.12327397260273992,-0.12354794520547964
PNUT-USD,2024-12-31,2025-01-01,0.6710609793663025,2025-01-03,0.7515882968902589,SL,2,-0.12000000000000009,strict,4,S2,primary,-0.12132876712328776,-0.12332876712328776,-0.12632876712328775,-0.13232876712328775,-0.12316438356164393,-0.12332876712328776,-0.12354794520547954,-0.124095890410959
ZEREBRO-USD,2025-01-31,2025-02-01,0.09182000160217285,2025-02-02,0.07345600128173828,TP,1,0.20000000000000004,strict,4,S2,primary,0.1988356164383562,0.1968356164383562,0.1938356164383562,0.1878356164383562,0.19691780821917812,0.1968356164383562,0.1967260273972603,0.19645205479452058
BOME-USD,2025-01-31,2025-02-01,0.0033009999897331,2025-02-02,0.0026407999917864803,TP,1,0.1999999999999999,strict,4,S2,primary,0.19883561643835607,0.19683561643835606,0.19383561643835606,0.18783561643835606,0.19691780821917798,0.19683561643835606,0.19672602739726017,0.19645205479452044
CHILLGUY-USD,2025-01-31,2025-02-01,0.056464001536369324,2025-02-02,0.04517120122909546,TP,1,0.2,strict,4,S2,primary,0.19883561643835618,0.19683561643835618,0.19383561643835617,0.18783561643835617,0.1969178082191781,0.19683561643835618,0.19672602739726028,0.19645205479452055
PNUT-USD,2025-01-31,2025-02-01,0.25144198536872864,2025-02-02,0.20115358829498292,TP,1,0.19999999999999996,strict,4,S2,primary,0.19883561643835612,0.19683561643835612,0.19383561643835612,0.1878356164383561,0.19691780821917804,0.19683561643835612,0.19672602739726022,0.1964520547945205
GOAT-USD,2025-01-31,2025-02-01,42.15956497192383,2025-02-03,33.72765197753906,TP,2,0.20000000000000004,strict,4,S2,primary,0.19867123287671237,0.19667123287671237,0.19367123287671237,0.18767123287671236,0.1968356164383562,0.19667123287671237,0.19645205479452058,0.19590410958904114
AI16Z-USD,2025-01-31,2025-02-01,0.6006850004196167,2025-02-02,0.4805480003356934,TP,1,0.19999999999999996,strict,4,S2,primary,0.19883561643835612,0.19683561643835612,0.19383561643835612,0.1878356164383561,0.19691780821917804,0.19683561643835612,0.19672602739726022,0.1964520547945205
VIRTUAL-USD,2025-01-31,2025-02-01,1.9660309553146362,2025-02-02,1.572824764251709,TP,1,0.19999999999999998,strict,4,S2,primary,0.19883561643835615,0.19683561643835615,0.19383561643835615,0.18783561643835614,0.19691780821917806,0.19683561643835615,0.19672602739726025,0.19645205479452052
TNSR-USD,2025-03-31,2025-04-01,0.16381099820137024,2025-04-06,0.1310487985610962,TP,5,0.2,strict,4,S2,primary,0.19817808219178082,0.19617808219178082,0.19317808219178081,0.1871780821917808,0.19658904109589043,0.19617808219178082,0.19563013698630138,0.19426027397260276
PYTH-USD,2025-05-31,2025-06-01,0.1188030019402504,2025-06-18,0.09504240155220033,TP,17,0.19999999999999993,strict,4,S2,primary,0.19620547945205472,0.1942054794520547,0.1912054794520547,0.1852054794520547,0.19560273972602732,0.1942054794520547,0.1923424657534246,0.18768493150684923
KMNO-USD,2025-05-31,2025-06-01,0.054416999220848083,2025-06-10,0.06094703912734986,SL,9,-0.12000000000000015,strict,4,S2,primary,-0.12247945205479467,-0.12447945205479467,-0.12747945205479466,-0.13347945205479467,-0.12373972602739741,-0.12447945205479467,-0.12546575342465768,-0.12793150684931523
ZEREBRO-USD,2025-05-31,2025-06-01,0.030469000339508057,2025-06-02,0.03412528038024903,SL,1,-0.12000000000000013,strict,4,S2,primary,-0.12116438356164397,-0.12316438356164397,-0.12616438356164397,-0.13216438356164398,-0.12308219178082205,-0.12316438356164397,-0.12327397260273987,-0.12354794520547958
BOME-USD,2025-05-31,2025-06-01,0.0018400000408291817,2025-06-10,0.0020608000457286836,SL,9,-0.12000000000000009,strict,4,S2,primary,-0.12247945205479462,-0.12447945205479462,-0.1274794520547946,-0.1334794520547946,-0.12373972602739736,-0.12447945205479462,-0.12546575342465763,-0.12793150684931517
PNUT-USD,2025-05-31,2025-06-01,0.2611840069293976,2025-06-09,0.2925260877609253,SL,8,-0.12000000000000008,strict,4,S2,primary,-0.12231506849315077,-0.12431506849315077,-0.12731506849315077,-0.13331506849315078,-0.12365753424657543,-0.12431506849315077,-0.1251917808219179,-0.12738356164383569
PNUT-USD,2025-07-31,2025-08-01,0.23303599655628204,2025-08-09,0.2610003161430359,SL,8,-0.12000000000000016,strict,4,S2,primary,-0.12231506849315085,-0.12431506849315085,-0.12731506849315086,-0.13331506849315086,-0.12365753424657551,-0.12431506849315085,-0.12519178082191798,-0.12738356164383577
ZEREBRO-USD,2025-08-31,2025-09-01,0.020618999376893044,2025-09-09,0.023093279302120212,SL,8,-0.12000000000000016,strict,4,S2,primary,-0.12231506849315085,-0.12431506849315085,-0.12731506849315086,-0.13331506849315086,-0.12365753424657551,-0.12431506849315085,-0.12519178082191798,-0.12738356164383577
GOAT-USD,2025-09-30,2025-10-01,19.62846565246582,2025-10-17,15.702772521972657,TP,16,0.19999999999999998,strict,4,S2,primary,0.1963698630136986,0.1943698630136986,0.1913698630136986,0.1853698630136986,0.1956849315068493,0.1943698630136986,0.19261643835616438,0.18823287671232874
JTO-USD,2025-10-31,2025-11-01,0.9013829827308655,2025-11-05,0.7211063861846925,TP,4,0.1999999999999999,strict,4,S2,primary,0.19834246575342457,0.19634246575342457,0.19334246575342456,0.18734246575342456,0.19667123287671223,0.19634246575342457,0.195904109589041,0.19480821917808208
FARTCOIN-USD,2025-10-31,2025-11-01,0.3193719983100891,2025-11-04,0.2554975986480713,TP,3,0.19999999999999993,strict,4,S2,primary,0.19850684931506843,0.19650684931506843,0.19350684931506842,0.18750684931506842,0.19675342465753418,0.19650684931506843,0.19617808219178073,0.19535616438356157
ACT-USD,2025-11-30,2025-12-01,0.0006709999870508909,2025-12-28,0.0007515199854969979,SL,27,-0.12000000000000008,strict,4,S2,primary,-0.12543835616438365,-0.12743835616438365,-0.13043835616438365,-0.13643835616438366,-0.12521917808219185,-0.12743835616438365,-0.1303972602739727,-0.13779452054794528
AI16Z-USD,2025-11-30,2025-12-01,0.010747999884188175,2025-12-02,0.012037759870290758,SL,1,-0.12000000000000018,strict,4,S2,primary,-0.12116438356164401,-0.12316438356164401,-0.126164383561644,-0.132164383561644,-0.1230821917808221,-0.12316438356164401,-0.12327397260273991,-0.12354794520547963
WIF-USD,2025-12-31,2026-01-01,0.2697089910507202,2026-01-02,0.3020740699768067,SL,1,-0.12000000000000019,strict,4,S2,primary,-0.12116438356164402,-0.12316438356164403,-0.12616438356164403,-0.13216438356164403,-0.12308219178082211,-0.12316438356164403,-0.12327397260273992,-0.12354794520547964
BONK-USD,2025-12-31,2026-01-01,7.000000096013537e-06,2026-01-02,7.840000107535162e-06,SL,1,-0.12000000000000015,strict,4,S2,primary,-0.12116438356164398,-0.12316438356164398,-0.12616438356164397,-0.13216438356164398,-0.12308219178082207,-0.12316438356164398,-0.12327397260273988,-0.1235479452054796
WIF-USD,2026-01-31,2026-02-01,0.2540769875049591,2026-02-06,0.2032615900039673,TP,5,0.19999999999999998,strict,4,S2,primary,0.1981780821917808,0.1961780821917808,0.1931780821917808,0.18717808219178078,0.1965890410958904,0.1961780821917808,0.19563013698630136,0.19426027397260273
BONK-USD,2026-01-31,2026-02-01,7.000000096013537e-06,2026-02-06,5.6000000768108295e-06,TP,5,0.19999999999999998,strict,4,S2,primary,0.1981780821917808,0.1961780821917808,0.1931780821917808,0.18717808219178078,0.1965890410958904,0.1961780821917808,0.19563013698630136,0.19426027397260273
RENDER-USD,2026-01-31,2026-02-01,1.5496649742126465,2026-02-06,1.2397319793701174,TP,5,0.19999999999999987,strict,4,S2,primary,0.19817808219178068,0.19617808219178068,0.19317808219178068,0.18717808219178067,0.1965890410958903,0.19617808219178068,0.19563013698630125,0.19426027397260262
JUP-USD,2026-01-31,2026-02-01,0.0005179999861866236,2026-02-03,0.0004143999889492989,TP,2,0.19999999999999993,strict,4,S2,primary,0.19867123287671226,0.19667123287671226,0.19367123287671226,0.18767123287671225,0.1968356164383561,0.19667123287671226,0.19645205479452046,0.19590410958904103
FARTCOIN-USD,2026-01-31,2026-02-01,0.22710199654102325,2026-02-05,0.18168159723281863,TP,4,0.1999999999999999,strict,4,S2,primary,0.19834246575342457,0.19634246575342457,0.19334246575342456,0.18734246575342456,0.19667123287671223,0.19634246575342457,0.195904109589041,0.19480821917808208
ZEREBRO-USD,2026-01-31,2026-02-01,0.008973999880254269,2026-02-06,0.007179199904203415,TP,5,0.19999999999999998,strict,4,S2,primary,0.1981780821917808,0.1961780821917808,0.1931780821917808,0.18717808219178078,0.1965890410958904,0.1961780821917808,0.19563013698630136,0.19426027397260273
TNSR-USD,2026-01-31,2026-02-01,0.049566999077796936,2026-02-06,0.03965359926223755,TP,5,0.2,strict,4,S2,primary,0.19817808219178082,0.19617808219178082,0.19317808219178081,0.1871780821917808,0.19658904109589043,0.19617808219178082,0.19563013698630138,0.19426027397260276
AI16Z-USD,2026-01-31,2026-02-01,0.0007130000158213079,2026-02-02,0.0007985600177198649,SL,1,-0.12000000000000005,strict,4,S2,primary,-0.12116438356164388,-0.12316438356164389,-0.1261643835616439,-0.1321643835616439,-0.12308219178082197,-0.12316438356164389,-0.12327397260273978,-0.1235479452054795
GOAT-USD,2026-02-28,2026-03-01,6.432498931884766,2026-03-04,7.204398803710938,SL,3,-0.12000000000000009,strict,4,S2,primary,-0.1214931506849316,-0.12349315068493161,-0.12649315068493158,-0.1324931506849316,-0.12324657534246584,-0.12349315068493161,-0.12382191780821927,-0.12464383561643845
